sujeto,genero,edad,edo_civil,carrera,semestre,discapacidad,lengua,esc_proc,prom,ant_aca,gusto,familia,tipo_f,vivienda,cuenta
4066,M,21,SOLTERO,13,4,1,1,21,8.6,2070,1,1,1,4,202235024
4067,M,19,SOLTERO,13,4,1,1,13,8.6,2107,1,1,1,2,202235014
4067,M,19,SOLTERO,13,4,1,1,13,8.6,2107,1,1,1,2,202235014
4069,M,18,SOLTERO,13,2,1,1,11,8.6,2030,1,1,2,1,202235010
4069,M,18,SOLTERO,13,2,1,1,11,8.6,2030,1,1,2,1,202235010
4070,F,19,SOLTERO,8,4,1,1,21,9,1715,1,1,2,1,202238013
4071,F,19,SOLTERO,8,4,1,1,21,8.3,1963,1,1,1,1,202238014
4072,F,19,SOLTERO,8,4,1,1,8,9.1,2233,1,1,1,1,202238030
4073,F,19,SOLTERO,8,4,1,1,20,8.7,1956,1,1,1,2,202238020
4074,M,20,SOLTERO,5,4,1,1,1,8.8,1750,1,1,2,1,202216035
4074,M,20,SOLTERO,5,4,1,1,1,8.8,1750,1,1,2,1,202216035
4075,M,19,SOLTERO,3,4,1,1,2,7.9,1949,1,1,1,1,202217114
4075,M,19,SOLTERO,3,4,1,1,2,7.9,1949,1,1,1,1,202217114
4075,M,19,SOLTERO,3,4,1,1,2,7.9,1949,1,1,1,1,202217114
4076,F,20,SOLTERO,3,4,1,1,1,9.1,1787,1,1,1,1,202217053
4076,F,20,SOLTERO,3,4,1,1,1,9.1,1787,1,1,1,1,202217053
4077,F,19,SOLTERO,5,4,1,1,21,9.5,1759,1,1,3,1,202216039
4078,F,20,SOLTERO,8,4,1,1,50,8.3,1702,1,1,2,1,202238021
4110,F,19,SOLTERO,3,2,1,1,1,9.3,1776,1,1,1,1,202217120
4111,F,21,SOLTERO,6,4,1,1,195,9,1768,1,1,1,1,202221016
4111,F,21,SOLTERO,6,4,1,1,195,9,1768,1,1,1,1,202221016
4111,F,21,SOLTERO,6,4,1,1,195,9,1768,1,1,1,1,202221016
4112,M,19,SOLTERO,3,4,1,1,27,9.6,1765,1,1,1,1,202217111
4112,M,19,SOLTERO,3,4,1,1,27,9.6,1765,1,1,1,1,202217111
4113,M,20,SOLTERO,3,4,1,1,8,7.6,1929,1,1,2,1,202217032
4116,F,22,SOLTERO,6,4,1,1,192,9.3,1771,1,1,1,1,202221019
4116,F,22,SOLTERO,6,4,1,1,192,9.3,1771,1,1,1,1,202221019
4117,F,19,SOLTERO,3,4,1,1,190,9.7,1773,2,1,1,3,202217115
4117,F,19,SOLTERO,3,4,1,1,190,9.7,1773,2,1,1,3,202217115
4119,F,20,SOLTERO,8,4,1,1,1,8.3,1955,1,1,1,1,202238001
4120,F,22,SOLTERO,8,4,1,1,183,8.6,1966,1,1,1,1,202238003
4121,F,19,SOLTERO,3,4,2,1,1,9.4,1644,1,1,1,1,202217046
4121,F,19,SOLTERO,3,4,2,1,1,9.4,1644,1,1,1,1,202217046
4123,F,19,SOLTERO,3,4,1,1,111,9.1,1608,1,1,1,4,202217130
4125,M,19,SOLTERO,2,4,1,1,11,8.1,1814,1,1,1,1,202207028
4125,M,19,SOLTERO,2,4,1,1,11,8.1,1814,1,1,1,1,202207028
4125,M,19,SOLTERO,2,4,1,1,11,8.1,1814,1,1,1,1,202207028
4126,F,19,SOLTERO,8,4,1,1,11,9.7,1954,1,1,1,1,202238023
4127,F,18,SOLTERO,3,1,1,1,1,9.3,1736,1,1,1,1,202217023
4130,M,28,SOLTERO,3,4,1,1,187,8.9,1607,1,1,2,1,202217039
4131,F,20,SOLTERO,3,4,1,1,72,8.9,1582,1,1,1,1,202217036
4133,F,20,SOLTERO,3,4,1,1,130,8.2,1641,1,1,2,1,202217042
4134,M,21,SOLTERO,3,4,1,1,13,8.1,1650,2,1,1,1,202217049
4134,M,21,SOLTERO,3,4,1,1,13,8.1,1650,2,1,1,1,202217049
4135,F,18,SOLTERO,3,2,1,1,22,8,1946,1,1,3,1,202217105
4136,M,18,SOLTERO,3,2,1,1,8,8.8,1778,1,1,2,1,202217018
4136,M,18,SOLTERO,3,2,1,1,8,8.8,1778,1,1,2,1,202217018
4137,F,19,SOLTERO,3,4,1,1,8,9.8,1779,1,1,1,1,202217104
4137,F,19,SOLTERO,3,4,1,1,8,9.8,1779,1,1,1,1,202217104
4138,M,20,SOLTERO,3,4,1,1,7,7.8,1642,1,1,1,4,202217038
4138,M,20,SOLTERO,3,4,1,1,7,7.8,1642,1,1,1,4,202217038
4140,M,19,SOLTERO,2,4,1,1,183,9.5,1553,1,1,2,1,202207063
4140,M,19,SOLTERO,2,4,1,1,183,9.5,1553,1,1,2,1,202207063
4140,M,19,SOLTERO,2,4,1,1,183,9.5,1553,1,1,2,1,202207063
4140,M,19,SOLTERO,2,4,1,1,183,9.5,1553,1,1,2,1,202207063
4141,M,19,SOLTERO,3,4,1,1,8,7.9,2291,1,1,1,1,202217047
4142,M,19,SOLTERO,3,4,1,1,189,9.4,2283,1,1,1,1,202217124
4143,M,20,SOLTERO,3,4,1,1,27,8.5,1939,1,1,2,1,202217011
4143,M,20,SOLTERO,3,4,1,1,27,8.5,1939,1,1,2,1,202217011
4144,M,18,SOLTERO,3,2,1,1,39,8.9,1581,1,1,1,2,202217063
4144,M,18,SOLTERO,3,2,1,1,39,8.9,1581,1,1,1,2,202217063
4145,M,19,SOLTERO,3,4,1,1,27,8.3,1936,1,1,2,1,202217015
4146,F,19,SOLTERO,3,3,1,1,1,9.3,2154,1,1,2,1,202217109
4147,M,19,SOLTERO,3,4,1,1,90,9.3,2230,1,1,1,1,202217113
4147,M,19,SOLTERO,3,4,1,1,90,9.3,2230,1,1,1,1,202217113
4147,M,19,SOLTERO,3,4,1,1,90,9.3,2230,1,1,1,1,202217113
4148,M,19,SOLTERO,3,4,1,1,47,7.5,1924,1,1,2,1,202217088
4149,F,19,SOLTERO,3,2,1,1,8,9.8,1774,1,1,3,1,202217017
4150,F,19,CASADO,3,2,1,1,8,7.2,1978,1,1,2,1,202217044
4150,F,19,CASADO,3,2,1,1,8,7.2,1978,1,1,2,1,202217044
4151,F,19,SOLTERO,3,4,1,1,1,9.2,1656,1,1,1,1,202217127
4151,F,19,SOLTERO,3,4,1,1,1,9.2,1656,1,1,1,1,202217127
4152,M,20,SOLTERO,3,4,1,1,188,7.6,1846,1,1,1,1,202217100
4153,M,19,SOLTERO,1,4,1,1,1,9.1,1990,1,1,1,1,202201068
4153,M,19,SOLTERO,1,4,1,1,1,9.1,1990,1,1,1,1,202201068
4153,M,19,SOLTERO,1,4,1,1,1,9.1,1990,1,1,1,1,202201068
4154,M,19,SOLTERO,3,4,1,1,22,7,1643,1,1,1,1,202217098
4155,M,19,SOLTERO,3,3,2,1,1,7.6,1655,1,1,1,1,202217074
4155,M,19,SOLTERO,3,3,2,1,1,7.6,1655,1,1,1,1,202217074
4156,M,19,SOLTERO,3,4,1,1,21,8.3,2284,1,1,1,1,202217009
4157,F,19,SOLTERO,3,4,2,1,1,8.4,1925,1,1,1,1,202217081
4158,M,19,SOLTERO,3,4,1,1,65,7.9,2168,1,1,2,2,202217057
4158,M,19,SOLTERO,3,4,1,1,65,7.9,2168,1,1,2,2,202217057
4159,M,19,SOLTERO,3,4,1,1,9,8.6,2289,1,1,2,1,202217040
4160,F,19,SOLTERO,3,4,1,1,22,8,2020,1,1,1,4,202217055
4161,M,19,SOLTERO,3,1,1,1,10,7.8,1941,1,1,2,1,202217037
4162,M,20,SOLTERO,3,4,1,1,27,8.3,1935,1,1,1,1,202217012
4164,F,19,SOLTERO,5,4,1,1,1,9.3,1756,1,2,3,1,202216049
4165,F,19,SOLTERO,3,4,1,1,8,8.7,1772,1,1,1,1,202217033
4166,M,19,SOLTERO,3,4,1,1,92,7.8,1646,1,1,1,1,202217054
4167,M,19,SOLTERO,3,4,1,1,65,8.1,1648,1,1,2,1,202217076
4169,F,20,SOLTERO,3,4,1,1,191,9,2290,1,1,1,1,202217003
4169,F,20,SOLTERO,3,4,1,1,191,9,2290,1,1,1,1,202217003
4170,M,19,SOLTERO,3,4,1,1,11,9.2,1609,1,1,1,1,202217137
4171,M,22,SOLTERO,3,4,1,1,174,8.5,2192,1,1,1,1,202217070
4171,M,22,SOLTERO,3,4,1,1,174,8.5,2192,1,1,1,1,202217070
4171,M,22,SOLTERO,3,4,1,1,174,8.5,2192,1,1,1,1,202217070
4173,F,20,SOLTERO,3,4,1,1,183,9.8,1780,1,1,2,2,202217122
4173,F,20,SOLTERO,3,4,1,1,183,9.8,1780,1,1,2,2,202217122
4174,M,19,SOLTERO,13,4,1,1,8,7.1,2187,1,1,2,3,202235026
4174,M,19,SOLTERO,13,4,1,1,8,7.1,2187,1,1,2,3,202235026
4176,F,19,SOLTERO,6,4,1,1,1,9.4,2059,1,1,2,1,202221021
4176,F,19,SOLTERO,6,4,1,1,1,9.4,2059,1,1,2,1,202221021
4177,M,20,SOLTERO,5,4,1,1,11,8.4,2057,1,1,1,1,C202216055
4177,M,20,SOLTERO,5,4,1,1,11,8.4,2057,1,1,1,1,C202216055
4179,M,22,SOLTERO,6,4,1,1,1,8,1767,1,2,1,1,202221008
4179,M,22,SOLTERO,6,4,1,1,1,8,1767,1,2,1,1,202221008
4180,M,19,SOLTERO,6,4,1,1,8,8,2060,1,1,2,1,202221029
4181,F,20,SOLTERO,6,4,2,1,193,9.7,2196,1,1,2,1,202221018
4182,M,20,SOLTERO,6,3,1,1,27,7.5,2245,1,1,1,1,202221023
4182,M,20,SOLTERO,6,3,1,1,27,7.5,2245,1,1,1,1,202221023
4183,M,18,SOLTERO,6,3,1,1,32,9.3,2277,1,1,2,1,202221022
4184,M,19,SOLTERO,6,4,2,1,90,8.4,2256,1,1,2,1,202221002
4185,F,19,SOLTERO,6,1,1,1,130,7.5,1753,1,1,1,1,202221011
4186,M,19,SOLTERO,3,4,1,1,130,7.7,1906,1,1,1,1,202217048
4187,M,31,SOLTERO,6,4,1,1,196,8.9,2058,1,1,1,4,202221013
4187,M,31,SOLTERO,6,4,1,1,196,8.9,2058,1,1,1,4,202221013
4188,M,21,SOLTERO,6,1,1,1,197,7.3,1844,1,1,1,1,202221027
4189,M,20,SOLTERO,6,4,1,1,81,8,2298,1,1,1,1,202221024
4189,M,20,SOLTERO,6,4,1,1,81,8,2298,1,1,1,1,202221024
4192,M,18,SOLTERO,3,1,1,1,8,7.4,1659,1,1,1,1,202217056
4194,M,19,SOLTERO,13,4,1,1,25,7.5,2087,1,1,2,1,202235021
4194,M,19,SOLTERO,13,4,1,1,25,7.5,2087,1,1,2,1,202235021
4194,M,19,SOLTERO,13,4,1,1,25,7.5,2087,1,1,2,1,202235021
4196,M,19,SOLTERO,3,4,1,1,19,7.9,1697,1,1,1,1,202217083
4202,M,19,SOLTERO,3,4,1,1,1,9.2,1932,1,1,1,1,202217139
4203,M,19,SOLTERO,3,4,1,1,1,9.5,1918,1,1,2,1,202217126
4203,M,19,SOLTERO,3,4,1,1,1,9.5,1918,1,1,2,1,202217126
4203,M,19,SOLTERO,3,4,1,1,1,9.5,1918,1,1,2,1,202217126
4206,F,18,SOLTERO,3,1,1,1,72,9.3,1862,1,1,1,2,202217118
4211,M,19,SOLTERO,3,4,1,1,31,8.1,1611,1,1,2,1,202217045
4226,M,20,SOLTERO,14,4,1,1,1,9.2,1802,1,1,1,1,202218093
4226,M,20,SOLTERO,14,4,1,1,1,9.2,1802,1,1,1,1,202218093
4227,M,20,SOLTERO,3,4,1,1,211,7.1,1928,1,1,2,1,202217087
4230,M,19,SOLTERO,2,4,1,1,21,8.2,1977,1,1,2,1,202207008
4230,M,19,SOLTERO,2,4,1,1,21,8.2,1977,1,1,2,1,202207008
4230,M,19,SOLTERO,2,4,1,1,21,8.2,1977,1,1,2,1,202207008
4232,M,20,SOLTERO,2,4,1,1,22,8.4,1575,1,1,1,1,202207051
4232,M,20,SOLTERO,2,4,1,1,22,8.4,1575,1,1,1,1,202207051
4232,M,20,SOLTERO,2,4,1,1,22,8.4,1575,1,1,1,1,202207051
4232,M,20,SOLTERO,2,4,1,1,22,8.4,1575,1,1,1,1,202207051
4233,M,19,SOLTERO,2,4,1,1,1,9.1,1567,1,1,2,3,202207068
4233,M,19,SOLTERO,2,4,1,1,1,9.1,1567,1,1,2,3,202207068
4233,M,19,SOLTERO,2,4,1,1,1,9.1,1567,1,1,2,3,202207068
4233,M,19,SOLTERO,2,4,1,1,1,9.1,1567,1,1,2,3,202207068
4234,F,19,SOLTERO,2,4,1,1,21,9.7,1564,1,1,3,1,202207023
4234,F,19,SOLTERO,2,4,1,1,21,9.7,1564,1,1,3,1,202207023
4234,F,19,SOLTERO,2,4,1,1,21,9.7,1564,1,1,3,1,202207023
4234,F,19,SOLTERO,2,4,1,1,21,9.7,1564,1,1,3,1,202207023
4235,M,20,SOLTERO,2,4,1,1,1,9.7,1574,1,1,2,1,202207056
4235,M,20,SOLTERO,2,4,1,1,1,9.7,1574,1,1,2,1,202207056
4235,M,20,SOLTERO,2,4,1,1,1,9.7,1574,1,1,2,1,202207056
4235,M,20,SOLTERO,2,4,1,1,1,9.7,1574,1,1,2,1,202207056
4236,M,21,SOLTERO,2,4,1,1,100,7.9,1551,1,1,1,1,202207052
4236,M,21,SOLTERO,2,4,1,1,100,7.9,1551,1,1,1,1,202207052
4236,M,21,SOLTERO,2,4,1,1,100,7.9,1551,1,1,1,1,202207052
4237,M,19,SOLTERO,2,4,1,1,19,9.6,1552,1,1,2,1,202207065
4237,M,19,SOLTERO,2,4,1,1,19,9.6,1552,1,1,2,1,202207065
4237,M,19,SOLTERO,2,4,1,1,19,9.6,1552,1,1,2,1,202207065
4237,M,19,SOLTERO,2,4,1,1,19,9.6,1552,1,1,2,1,202207065
4239,M,19,SOLTERO,2,4,1,1,130,8.6,1559,1,1,3,1,202207045
4239,M,19,SOLTERO,2,4,1,1,130,8.6,1559,1,1,3,1,202207045
4239,M,19,SOLTERO,2,4,1,1,130,8.6,1559,1,1,3,1,202207045
4239,M,19,SOLTERO,2,4,1,1,130,8.6,1559,1,1,3,1,202207045
4240,M,19,SOLTERO,2,4,1,1,65,7.5,1554,1,1,2,1,202207026
4240,M,19,SOLTERO,2,4,1,1,65,7.5,1554,1,1,2,1,202207026
4240,M,19,SOLTERO,2,4,1,1,65,7.5,1554,1,1,2,1,202207026
4241,F,19,SOLTERO,2,4,1,1,8,9.5,1570,1,2,1,1,202207069
4241,F,19,SOLTERO,2,4,1,1,8,9.5,1570,1,2,1,1,202207069
4241,F,19,SOLTERO,2,4,1,1,8,9.5,1570,1,2,1,1,202207069
4241,F,19,SOLTERO,2,4,1,1,8,9.5,1570,1,2,1,1,202207069
4242,F,19,SOLTERO,2,4,1,1,1,8.4,1576,1,1,1,1,202207054
4242,F,19,SOLTERO,2,4,1,1,1,8.4,1576,1,1,1,1,202207054
4242,F,19,SOLTERO,2,4,1,1,1,8.4,1576,1,1,1,1,202207054
4243,M,21,SOLTERO,2,4,1,2,8,9.8,1561,1,1,2,1,202207057
4243,M,21,SOLTERO,2,4,1,2,8,9.8,1561,1,1,2,1,202207057
4243,M,21,SOLTERO,2,4,1,2,8,9.8,1561,1,1,2,1,202207057
4243,M,21,SOLTERO,2,4,1,2,8,9.8,1561,1,1,2,1,202207057
4244,F,19,SOLTERO,2,4,1,1,105,9.1,1828,1,1,2,1,202207060
4244,F,19,SOLTERO,2,4,1,1,105,9.1,1828,1,1,2,1,202207060
4244,F,19,SOLTERO,2,4,1,1,105,9.1,1828,1,1,2,1,202207060
4244,F,19,SOLTERO,2,4,1,1,105,9.1,1828,1,1,2,1,202207060
4245,F,20,SOLTERO,2,2,1,1,163,9.7,1577,1,1,1,1,202207067
4245,F,20,SOLTERO,2,2,1,1,163,9.7,1577,1,1,1,1,202207067
4245,F,20,SOLTERO,2,2,1,1,163,9.7,1577,1,1,1,1,202207067
4246,F,20,SOLTERO,2,4,2,1,8,8.9,2068,1,1,1,1,202207048
4246,F,20,SOLTERO,2,4,2,1,8,8.9,2068,1,1,1,1,202207048
4246,F,20,SOLTERO,2,4,2,1,8,8.9,2068,1,1,1,1,202207048
4246,F,20,SOLTERO,2,4,2,1,8,8.9,2068,1,1,1,1,202207048
4247,M,19,SOLTERO,2,4,1,1,1,8.6,1566,1,1,1,1,202207015
4247,M,19,SOLTERO,2,4,1,1,1,8.6,1566,1,1,1,1,202207015
4247,M,19,SOLTERO,2,4,1,1,1,8.6,1566,1,1,1,1,202207015
4248,M,19,UNION LIBRE,2,4,1,1,11,8.8,1558,1,1,1,1,202207050
4248,M,19,UNION LIBRE,2,4,1,1,11,8.8,1558,1,1,1,1,202207050
4248,M,19,UNION LIBRE,2,4,1,1,11,8.8,1558,1,1,1,1,202207050
4248,M,19,UNION LIBRE,2,4,1,1,11,8.8,1558,1,1,1,1,202207050
4249,M,20,SOLTERO,2,4,1,1,22,7.9,1555,1,1,3,1,202207003
4249,M,20,SOLTERO,2,4,1,1,22,7.9,1555,1,1,3,1,202207003
4249,M,20,SOLTERO,2,4,1,1,22,7.9,1555,1,1,3,1,202207003
4249,M,20,SOLTERO,2,4,1,1,22,7.9,1555,1,1,3,1,202207003
4251,M,20,SOLTERO,2,4,1,1,21,9.8,1562,1,1,1,1,202207066
4251,M,20,SOLTERO,2,4,1,1,21,9.8,1562,1,1,1,1,202207066
4251,M,20,SOLTERO,2,4,1,1,21,9.8,1562,1,1,1,1,202207066
4251,M,20,SOLTERO,2,4,1,1,21,9.8,1562,1,1,1,1,202207066
4252,M,19,SOLTERO,2,4,1,1,1,9.3,1572,1,1,1,1,202207061
4252,M,19,SOLTERO,2,4,1,1,1,9.3,1572,1,1,1,1,202207061
4252,M,19,SOLTERO,2,4,1,1,1,9.3,1572,1,1,1,1,202207061
4252,M,19,SOLTERO,2,4,1,1,1,9.3,1572,1,1,1,1,202207061
4253,M,21,SOLTERO,2,4,1,1,2,6.2,1573,1,1,1,1,202207046
4253,M,21,SOLTERO,2,4,1,1,2,6.2,1573,1,1,1,1,202207046
4253,M,21,SOLTERO,2,4,1,1,2,6.2,1573,1,1,1,1,202207046
4253,M,21,SOLTERO,2,4,1,1,2,6.2,1573,1,1,1,1,202207046
4254,M,21,SOLTERO,2,4,1,1,202,7.9,1703,1,1,1,1,202207030
4254,M,21,SOLTERO,2,4,1,1,202,7.9,1703,1,1,1,1,202207030
4254,M,21,SOLTERO,2,4,1,1,202,7.9,1703,1,1,1,1,202207030
4255,M,19,SOLTERO,2,4,1,1,8,7.5,1685,1,1,1,1,202207040
4255,M,19,SOLTERO,2,4,1,1,8,7.5,1685,1,1,1,1,202207040
4255,M,19,SOLTERO,2,4,1,1,8,7.5,1685,1,1,1,1,202207040
4256,M,22,SOLTERO,2,4,1,1,9,7.4,1682,1,2,1,1,202207020
4256,M,22,SOLTERO,2,4,1,1,9,7.4,1682,1,2,1,1,202207020
4256,M,22,SOLTERO,2,4,1,1,9,7.4,1682,1,2,1,1,202207020
4257,M,19,SOLTERO,2,4,1,1,1,8.8,1707,1,2,3,3,202207022
4257,M,19,SOLTERO,2,4,1,1,1,8.8,1707,1,2,3,3,202207022
4257,M,19,SOLTERO,2,4,1,1,1,8.8,1707,1,2,3,3,202207022
4258,M,19,SOLTERO,2,4,1,1,9,9.7,1657,1,1,1,1,202207058
4258,M,19,SOLTERO,2,4,1,1,9,9.7,1657,1,1,1,1,202207058
4258,M,19,SOLTERO,2,4,1,1,9,9.7,1657,1,1,1,1,202207058
4259,M,19,SOLTERO,2,4,1,1,130,8.4,1775,1,1,1,1,202207033
4259,M,19,SOLTERO,2,4,1,1,130,8.4,1775,1,1,1,1,202207033
4259,M,19,SOLTERO,2,4,1,1,130,8.4,1775,1,1,1,1,202207033
4260,M,19,SOLTERO,2,4,1,1,150,7.2,1684,1,1,1,1,202207013
4260,M,19,SOLTERO,2,4,1,1,150,7.2,1684,1,1,1,1,202207013
4260,M,19,SOLTERO,2,4,1,1,150,7.2,1684,1,1,1,1,202207013
4261,M,21,SOLTERO,2,4,1,1,1,7.6,1675,1,1,1,1,202207034
4261,M,21,SOLTERO,2,4,1,1,1,7.6,1675,1,1,1,1,202207034
4261,M,21,SOLTERO,2,4,1,1,1,7.6,1675,1,1,1,1,202207034
4262,M,19,SOLTERO,2,4,1,1,91,9,1678,1,1,2,1,202207001
4262,M,19,SOLTERO,2,4,1,1,91,9,1678,1,1,2,1,202207001
4262,M,19,SOLTERO,2,4,1,1,91,9,1678,1,1,2,1,202207001
4263,M,20,SOLTERO,2,4,1,1,2,7.1,1676,1,2,2,1,202207072
4263,M,20,SOLTERO,2,4,1,1,2,7.1,1676,1,2,2,1,202207072
4263,M,20,SOLTERO,2,4,1,1,2,7.1,1676,1,2,2,1,202207072
4265,M,20,SOLTERO,2,4,1,1,1,8.1,1769,1,1,1,1,202207017
4265,M,20,SOLTERO,2,4,1,1,1,8.1,1769,1,1,1,1,202207017
4265,M,20,SOLTERO,2,4,1,1,1,8.1,1769,1,1,1,1,202207017
4266,F,21,SOLTERO,2,2,1,1,174,7.9,1670,1,1,2,3,202207041
4266,F,21,SOLTERO,2,2,1,1,174,7.9,1670,1,1,2,3,202207041
4268,M,21,SOLTERO,2,4,1,1,203,9,1665,1,1,2,1,202207009
4268,M,21,SOLTERO,2,4,1,1,203,9,1665,1,1,2,1,202207009
4268,M,21,SOLTERO,2,4,1,1,203,9,1665,1,1,2,1,202207009
4269,M,19,SOLTERO,2,4,1,1,174,8.3,1718,1,1,1,1,202207038
4269,M,19,SOLTERO,2,4,1,1,174,8.3,1718,1,1,1,1,202207038
4269,M,19,SOLTERO,2,4,1,1,174,8.3,1718,1,1,1,1,202207038
4270,M,19,SOLTERO,2,4,1,1,174,8,2308,1,1,1,1,202207031
4270,M,19,SOLTERO,2,4,1,1,174,8,2308,1,1,1,1,202207031
4272,F,19,SOLTERO,2,4,1,1,174,8.3,1674,1,1,2,1,202207010
4272,F,19,SOLTERO,2,4,1,1,174,8.3,1674,1,1,2,1,202207010
4272,F,19,SOLTERO,2,4,1,1,174,8.3,1674,1,1,2,1,202207010
4273,F,20,SOLTERO,2,4,1,1,30,8.8,1662,1,1,2,1,202207002
4273,F,20,SOLTERO,2,4,1,1,30,8.8,1662,1,1,2,1,202207002
4274,F,20,SOLTERO,2,4,1,1,8,9.2,1663,1,1,2,1,202207062
4274,F,20,SOLTERO,2,4,1,1,8,9.2,1663,1,1,2,1,202207062
4274,F,20,SOLTERO,2,4,1,1,8,9.2,1663,1,1,2,1,202207062
4275,F,19,SOLTERO,2,2,1,1,8,7.6,2311,1,1,2,2,202207024
4275,F,19,SOLTERO,2,2,1,1,8,7.6,2311,1,1,2,2,202207024
4276,F,21,SOLTERO,2,4,1,1,52,8.8,1671,1,1,1,1,202207007
4276,F,21,SOLTERO,2,4,1,1,52,8.8,1671,1,1,1,1,202207007
4276,F,21,SOLTERO,2,4,1,1,52,8.8,1671,1,1,1,1,202207007
4277,M,20,SOLTERO,14,4,1,1,4,8.1,1907,1,1,2,1,202218035
4278,M,19,SOLTERO,2,4,1,1,21,7.5,1704,1,1,2,1,202207043
4278,M,19,SOLTERO,2,4,1,1,21,7.5,1704,1,1,2,1,202207043
4281,M,19,SOLTERO,2,4,1,1,1,8.6,1673,1,1,1,1,202207018
4281,M,19,SOLTERO,2,4,1,1,1,8.6,1673,1,1,1,1,202207018
4281,M,19,SOLTERO,2,4,1,1,1,8.6,1673,1,1,1,1,202207018
4288,F,19,SOLTERO,14,4,1,1,8,9.8,1901,1,1,2,1,202218078
4288,F,19,SOLTERO,14,4,1,1,8,9.8,1901,1,1,2,1,202218078
4293,M,19,SOLTERO,14,4,1,1,2,9.4,1902,1,1,1,1,202218076
4293,M,19,SOLTERO,14,4,1,1,2,9.4,1902,1,1,1,1,202218076
4295,F,19,SOLTERO,14,4,1,1,11,9.9,1894,1,1,1,1,202218092
4305,M,20,SOLTERO,14,4,1,1,22,8.2,1909,1,1,1,1,202218023
4305,M,20,SOLTERO,14,4,1,1,22,8.2,1909,1,1,1,1,202218023
4311,M,19,SOLTERO,14,4,1,1,81,9.7,1916,1,1,2,1,202218086
4311,M,19,SOLTERO,14,4,1,1,81,9.7,1916,1,1,2,1,202218086
4320,M,22,SOLTERO,14,4,1,1,21,7.3,2085,1,1,1,1,202218022
4320,M,22,SOLTERO,14,4,1,1,21,7.3,2085,1,1,1,1,202218022
4326,F,19,SOLTERO,2,4,1,1,174,9,1927,1,1,2,2,202207027
4326,F,19,SOLTERO,2,4,1,1,174,9,1927,1,1,2,2,202207027
4326,F,19,SOLTERO,2,4,1,1,174,9,1927,1,1,2,2,202207027
4332,F,19,SOLTERO,2,4,1,1,20,8.7,1709,1,1,2,1,202207019
4332,F,19,SOLTERO,2,4,1,1,20,8.7,1709,1,1,2,1,202207019
4332,F,19,SOLTERO,2,4,1,1,20,8.7,1709,1,1,2,1,202207019
4337,F,19,SOLTERO,3,4,1,1,22,7.2,1747,1,1,3,1,202217001
4337,F,19,SOLTERO,3,4,1,1,22,7.2,1747,1,1,3,1,202217001
4339,M,19,SOLTERO,14,4,1,1,205,6.8,1831,1,1,1,4,202218064
4339,M,19,SOLTERO,14,4,1,1,205,6.8,1831,1,1,1,4,202218064
4342,F,19,SOLTERO,13,4,1,1,8,8.8,2083,1,1,1,1,202235013
4342,F,19,SOLTERO,13,4,1,1,8,8.8,2083,1,1,1,1,202235013
4348,F,19,SOLTERO,3,4,1,1,1,8.8,1864,1,1,1,3,202217019
4360,M,21,SOLTERO,13,4,1,1,207,7.5,2270,1,1,1,3,202235049
4360,M,21,SOLTERO,13,4,1,1,207,7.5,2270,1,1,1,3,202235049
4361,M,19,SOLTERO,13,4,1,1,11,7.6,2314,1,1,1,1,202235029
4361,M,19,SOLTERO,13,4,1,1,11,7.6,2314,1,1,1,1,202235029
4362,M,21,SOLTERO,8,4,1,1,1,8.1,1714,1,1,1,4,202238004
4364,M,20,SOLTERO,3,4,1,1,21,7.5,1761,1,1,1,1,202217064
4365,F,19,SOLTERO,3,4,1,1,39,8,1950,1,1,1,2,202217034
4373,F,19,SOLTERO,1,4,1,1,11,9.1,2132,1,1,1,1,202201095
4373,F,19,SOLTERO,1,4,1,1,11,9.1,2132,1,1,1,1,202201095
4377,M,19,SOLTERO,3,4,1,1,1,7.8,1933,1,1,2,1,202217005
4384,F,19,SOLTERO,3,4,1,1,66,9.5,1784,1,1,1,1,202217107
4384,F,19,SOLTERO,3,4,1,1,66,9.5,1784,1,1,1,1,202217107
4385,M,19,SOLTERO,3,4,1,1,130,7.8,1865,1,1,1,2,202217024
4385,M,19,SOLTERO,3,4,1,1,130,7.8,1865,1,1,1,2,202217024
4389,F,20,SOLTERO,2,4,1,1,41,7.2,1563,1,1,3,4,202207047
4389,F,20,SOLTERO,2,4,1,1,41,7.2,1563,1,1,3,4,202207047
4389,F,20,SOLTERO,2,4,1,1,41,7.2,1563,1,1,3,4,202207047
4392,M,18,SOLTERO,3,1,1,1,22,7.5,1698,1,1,1,4,202217065
4394,M,19,SOLTERO,3,4,1,1,23,8.1,1654,1,1,1,3,202217089
4397,M,23,SOLTERO,3,2,1,1,21,6.4,1660,1,1,2,1,202217060
4402,M,19,SOLTERO,3,4,1,1,1,7.6,1930,1,1,3,1,202217026
4404,M,20,SOLTERO,3,4,1,1,1,7.5,1934,2,1,2,1,202217084
4406,M,20,SOLTERO,8,4,1,1,1,8.2,2237,1,1,1,1,202238033
4419,M,20,SOLTERO,2,6,1,1,37,7.4,1550,1,1,1,1,202207071
4419,M,20,SOLTERO,2,6,1,1,37,7.4,1550,1,1,1,1,202207071
4419,M,20,SOLTERO,2,6,1,1,37,7.4,1550,1,1,1,1,202207071
