sujeto,genero,edad,edo_civil,carrera,semestre,discapacidad,lengua,esc_proc,prom,ant_aca,gusto,familia,tipo_f,vivienda,cuenta,tipo,frecuencia
4268,M,21,SOLTERO,2,4,1,1,203,9.0,1665,1.0,1.0,2.0,1.0,202207009,"Verbal, Física",2.0
4268,M,21,SOLTERO,2,4,1,1,203,9.0,1665,1.0,1.0,2.0,1.0,202207009,"Verbal, Física",2.0
4268,M,21,SOLTERO,2,4,1,1,203,9.0,1665,1.0,1.0,2.0,1.0,202207009,"Verbal, Física",2.0
4272,F,19,SOLTERO,2,4,1,1,174,8.3,1674,1.0,1.0,2.0,1.0,202207010,"Verbal, Física, Psicológica",3.0
4272,F,19,SOLTERO,2,4,1,1,174,8.3,1674,1.0,1.0,2.0,1.0,202207010,"Verbal, Física, Psicológica",3.0
4272,F,19,SOLTERO,2,4,1,1,174,8.3,1674,1.0,1.0,2.0,1.0,202207010,"Verbal, Física, Psicológica",3.0
4273,F,20,SOLTERO,2,4,1,1,30,8.8,1662,1.0,1.0,2.0,1.0,202207002,"Verbal, Física",2.0
4273,F,20,SOLTERO,2,4,1,1,30,8.8,1662,1.0,1.0,2.0,1.0,202207002,"Verbal, Física",2.0
4276,F,21,SOLTERO,2,4,1,1,52,8.8,1671,1.0,1.0,1.0,1.0,202207007,Verbal,1.0
4276,F,21,SOLTERO,2,4,1,1,52,8.8,1671,1.0,1.0,1.0,1.0,202207007,Verbal,1.0
4276,F,21,SOLTERO,2,4,1,1,52,8.8,1671,1.0,1.0,1.0,1.0,202207007,Verbal,1.0
4281,M,19,SOLTERO,2,4,1,1,1,8.6,1673,1.0,1.0,1.0,1.0,202207018,Sexual,1.0
4281,M,19,SOLTERO,2,4,1,1,1,8.6,1673,1.0,1.0,1.0,1.0,202207018,Sexual,1.0
4281,M,19,SOLTERO,2,4,1,1,1,8.6,1673,1.0,1.0,1.0,1.0,202207018,Sexual,1.0
4326,F,19,SOLTERO,2,4,1,1,174,9.0,1927,1.0,1.0,2.0,2.0,202207027,Física,1.0
4326,F,19,SOLTERO,2,4,1,1,174,9.0,1927,1.0,1.0,2.0,2.0,202207027,Física,1.0
4326,F,19,SOLTERO,2,4,1,1,174,9.0,1927,1.0,1.0,2.0,2.0,202207027,Física,1.0
4362,M,21,SOLTERO,8,4,1,1,1,8.1,1714,1.0,1.0,1.0,4.0,202238004,Verbal,1.0
4389,F,20,SOLTERO,2,4,1,1,41,7.2,1563,1.0,1.0,3.0,4.0,202207047,Verbal,1.0
4389,F,20,SOLTERO,2,4,1,1,41,7.2,1563,1.0,1.0,3.0,4.0,202207047,Verbal,1.0
4389,F,20,SOLTERO,2,4,1,1,41,7.2,1563,1.0,1.0,3.0,4.0,202207047,Verbal,1.0
4437,M,19,SOLTERO,2,4,1,1,1,7.6,2312,1.0,1.0,1.0,1.0,202207036,"Verbal, Física",2.0
4437,M,19,SOLTERO,2,4,1,1,1,7.6,2312,1.0,1.0,1.0,1.0,202207036,"Verbal, Física",2.0
4437,M,19,SOLTERO,2,4,1,1,1,7.6,2312,1.0,1.0,1.0,1.0,202207036,"Verbal, Física",2.0
4706,F,18,SOLTERO,14,2,1,1,0,8.7,2776,1.0,1.0,1.0,4.0,202318038,Psicológica,1.0
5071,F,19,SOLTERO,5,2,1,1,0,9.8,2615,1.0,1.0,1.0,1.0,202316038,Psicológica,1.0
5080,F,18,SOLTERO,5,2,1,1,0,9.2,2455,1.0,1.0,1.0,1.0,202316029,Psicológica,1.0
